Species,Day,Date,Rep,L_W,SH_Tide,SH_Temp,MHW,Tank,Size_mm
Ostrea lurida,19,,5,L,No Tide,21,21,17,7.229
Ostrea lurida,19,,1,L,Tide,21,21,16,7.252
Ostrea lurida,19,,1,L,No Tide,21,21,16,7.302
Ostrea lurida,19,,2,L,No Tide,21,21,16,7.321
Ostrea lurida,19,,7,W,No Tide,21,21,18,7.325
Ostrea lurida,19,,9,L,Tide,21,21,18,7.338
Ostrea lurida,19,,6,L,No Tide,21,21,16,7.343
Ostrea lurida,19,,8,L,No Tide,21,21,16,7.356
Ostrea lurida,19,,10,W,Tide,21,21,20,7.431
Ostrea lurida,19,,9,L,Tide,21,21,16,7.456
Ostrea lurida,19,,5,L,Tide,21,21,19,7.552
Ostrea lurida,19,,5,W,Tide,21,21,19,7.616
Ostrea lurida,19,,10,L,Tide,21,21,19,7.65
Ostrea lurida,19,,3,W,No Tide,21,21,16,7.654
Ostrea lurida,19,,2,L,Tide,21,21,17,7.681
Ostrea lurida,19,,4,L,Tide,21,21,20,7.75
Ostrea lurida,19,,6,L,Tide,21,21,20,7.887
Ostrea lurida,19,,1,L,No Tide,21,21,20,8.214
Ostrea lurida,19,,3,L,No Tide,21,21,16,8.251
Ostrea lurida,19,,8,L,Tide,21,21,16,8.256
Ostrea lurida,19,,6,L,No Tide,21,21,20,8.289
Ostrea lurida,19,,10,L,No Tide,21,21,16,8.419
Ostrea lurida,19,,10,L,No Tide,21,21,19,8.795
Ostrea lurida,19,,9,W,No Tide,21,21,16,8.881
Ostrea lurida,19,,5,L,No Tide,21,21,16,9.169
Ostrea lurida,19,,9,L,No Tide,21,21,16,9.199
Ostrea lurida,19,,7,L,No Tide,21,21,18,9.259
Ostrea lurida,19,,10,L,No Tide,21,21,18,
Ostrea lurida,19,,10,W,No Tide,21,21,18,
Ostrea lurida,19,,7,W,Tide,21,24,14,3.069
Ostrea lurida,19,,9,W,No Tide,21,24,11,3.088
Ostrea lurida,19,,10,W,No Tide,21,24,11,3.12
Ostrea lurida,19,,7,W,Tide,21,24,11,3.131
Ostrea lurida,19,,3,W,No Tide,21,24,12,3.238
Ostrea lurida,19,,6,W,Tide,21,24,11,3.24
Ostrea lurida,19,,7,L,Tide,21,24,14,3.271
Ostrea lurida,19,,8,W,No Tide,21,24,11,3.444
Ostrea lurida,19,,5,W,Tide,21,24,14,3.48
Ostrea lurida,19,,5,W,Tide,21,24,15,3.484
Ostrea lurida,19,,3,W,No Tide,21,24,11,3.612
Ostrea lurida,19,,5,W,Tide,21,24,11,3.653
Ostrea lurida,19,,2,W,No Tide,21,24,14,3.699
Ostrea lurida,19,,4,W,Tide,21,24,11,3.718
Ostrea lurida,19,,9,W,Tide,21,24,14,3.754
Ostrea lurida,19,,10,W,No Tide,21,24,14,3.802
Ostrea lurida,19,,1,W,Tide,21,24,14,3.803
Ostrea lurida,19,,5,W,No Tide,21,24,14,3.823
Ostrea lurida,19,,6,W,Tide,21,24,15,3.837
Ostrea lurida,19,,4,W,Tide,21,24,12,3.88
Ostrea lurida,19,,2,L,Tide,21,24,11,3.904
Ostrea lurida,19,,10,W,No Tide,21,24,12,3.948
Ostrea lurida,19,,2,W,Tide,21,24,11,3.985
Ostrea lurida,19,,8,W,No Tide,21,24,14,4.033
Ostrea lurida,19,,3,W,Tide,21,24,12,4.053
Ostrea lurida,19,,8,L,No Tide,21,24,11,4.062
Ostrea lurida,19,,8,W,Tide,21,24,11,4.064
Ostrea lurida,19,,10,L,No Tide,21,24,11,4.069
Ostrea lurida,19,,4,W,No Tide,21,24,14,4.075
Ostrea lurida,19,,6,W,No Tide,21,24,15,4.078
Ostrea lurida,19,,4,W,No Tide,21,24,13,4.082
Ostrea lurida,19,,2,W,Tide,21,24,12,4.095
Ostrea lurida,19,,9,W,Tide,21,24,13,4.124
Ostrea lurida,19,,10,W,No Tide,21,24,15,4.141
Ostrea lurida,19,,8,W,No Tide,21,24,15,4.174
Ostrea lurida,19,,1,W,Tide,21,24,15,4.195
Ostrea lurida,19,,1,W,No Tide,21,24,15,4.212
Ostrea lurida,19,,7,W,Tide,21,24,13,4.215
Ostrea lurida,19,,6,L,Tide,21,24,11,4.226
Ostrea lurida,19,,4,W,No Tide,21,24,12,4.287
Ostrea lurida,19,,8,W,Tide,21,24,13,4.304
Ostrea lurida,19,,5,W,No Tide,21,24,12,4.306
Ostrea lurida,19,,10,L,No Tide,21,24,12,4.316
Ostrea lurida,19,,9,L,Tide,21,24,14,4.325
Ostrea lurida,19,,1,W,Tide,21,24,11,4.327
Ostrea lurida,19,,6,W,No Tide,21,24,12,4.335
Ostrea lurida,19,,9,W,No Tide,21,24,12,4.346
Ostrea lurida,19,,3,W,Tide,21,24,13,4.348
Ostrea lurida,19,,5,W,No Tide,21,24,13,4.382
Ostrea lurida,19,,4,W,No Tide,21,24,11,4.405
Ostrea lurida,19,,2,W,Tide,21,24,15,4.406
Ostrea lurida,19,,8,W,No Tide,21,24,13,4.469
Ostrea lurida,19,,7,W,No Tide,21,24,13,4.489
Ostrea lurida,19,,7,W,No Tide,21,24,11,4.511
Ostrea lurida,19,,7,W,No Tide,21,24,14,4.529
Ostrea lurida,19,,5,W,No Tide,21,24,11,4.534
Ostrea lurida,19,,4,W,Tide,21,24,14,4.538
Ostrea lurida,19,,9,W,No Tide,21,24,14,4.573
Ostrea lurida,19,,9,L,No Tide,21,24,11,4.581
Ostrea lurida,19,,7,W,No Tide,21,24,12,4.597
Ostrea lurida,19,,3,L,No Tide,21,24,12,4.631
Ostrea lurida,19,,4,L,No Tide,21,24,11,4.643
Ostrea lurida,19,,2,W,No Tide,21,24,15,4.669
Ostrea lurida,19,,10,W,Tide,21,24,15,4.704
Ostrea lurida,19,,9,W,Tide,21,24,15,4.711
Ostrea lurida,19,,2,L,No Tide,21,24,14,4.734
Ostrea lurida,19,,4,W,Tide,21,24,15,4.735
Ostrea lurida,19,,6,L,Tide,21,24,15,4.735
Ostrea lurida,19,,2,L,Tide,21,24,12,4.742
Ostrea lurida,19,,5,L,Tide,21,24,14,4.763
Ostrea lurida,19,,1,L,Tide,21,24,14,4.773
Ostrea lurida,19,,3,L,No Tide,21,24,11,4.774
Ostrea lurida,19,,4,L,Tide,21,24,11,4.777
Ostrea lurida,19,,3,L,No Tide,21,24,14,4.78
Ostrea lurida,19,,6,L,No Tide,21,24,15,4.828
Ostrea lurida,19,,5,L,Tide,21,24,11,4.851
Ostrea lurida,19,,7,W,No Tide,21,24,15,4.857
Ostrea lurida,19,,8,W,Tide,21,24,14,4.86
Ostrea lurida,19,,1,L,Tide,21,24,12,4.874
Ostrea lurida,19,,6,L,No Tide,21,24,11,4.888
Ostrea lurida,19,,6,W,No Tide,21,24,14,4.892
Ostrea lurida,19,,6,W,No Tide,21,24,11,4.895
Ostrea lurida,19,,1,W,Tide,21,24,12,4.896
Ostrea lurida,19,,8,W,Tide,21,24,12,4.911
Ostrea lurida,19,,2,W,No Tide,21,24,11,4.951
Ostrea lurida,19,,2,L,Tide,21,24,14,4.953
Ostrea lurida,19,,9,W,No Tide,21,24,15,4.983
Ostrea lurida,19,,7,L,No Tide,21,24,11,5.009
Ostrea lurida,19,,5,W,Tide,21,24,12,5.045
Ostrea lurida,19,,7,L,Tide,21,24,11,5.052
Ostrea lurida,19,,8,L,Tide,21,24,11,5.059
Ostrea lurida,19,,2,W,Tide,21,24,14,5.067
Ostrea lurida,19,,9,W,Tide,21,24,12,5.071
Ostrea lurida,19,,5,L,Tide,21,24,15,5.071
Ostrea lurida,19,,6,W,Tide,21,24,13,5.101
Ostrea lurida,19,,1,W,No Tide,21,24,11,5.108
Ostrea lurida,19,,4,L,No Tide,21,24,14,5.168
Ostrea lurida,19,,8,L,Tide,21,24,14,5.175
Ostrea lurida,19,,1,L,Tide,21,24,15,5.188
Ostrea lurida,19,,1,L,No Tide,21,24,15,5.217
Ostrea lurida,19,,10,L,Tide,21,24,11,5.268
Ostrea lurida,19,,10,W,No Tide,21,24,13,5.274
Ostrea lurida,19,,8,L,Tide,21,24,12,5.289
Ostrea lurida,19,,3,W,No Tide,21,24,15,5.296
Ostrea lurida,19,,8,L,No Tide,21,24,14,5.302
Ostrea lurida,19,,10,L,No Tide,21,24,15,5.326
Ostrea lurida,19,,3,W,Tide,21,24,15,5.345
Ostrea lurida,19,,10,W,Tide,21,24,12,5.359
Ostrea lurida,19,,5,L,No Tide,21,24,14,5.367
Ostrea lurida,19,,7,L,No Tide,21,24,14,5.379
Ostrea lurida,19,,6,L,No Tide,21,24,12,5.398
Ostrea lurida,19,,4,L,Tide,21,24,15,5.405
Ostrea lurida,19,,5,L,No Tide,21,24,11,5.479
Ostrea lurida,19,,5,L,No Tide,21,24,13,5.523
Ostrea lurida,19,,1,L,Tide,21,24,11,5.561
Ostrea lurida,19,,9,W,No Tide,21,24,13,5.565
Ostrea lurida,19,,5,L,No Tide,21,24,12,5.58
Ostrea lurida,19,,3,W,No Tide,21,24,14,5.585
Ostrea lurida,19,,10,W,Tide,21,24,13,5.624
Ostrea lurida,19,,9,W,Tide,21,24,11,5.645
Ostrea lurida,19,,6,L,No Tide,21,24,14,5.659
Ostrea lurida,19,,2,W,Tide,21,24,13,5.666
Ostrea lurida,19,,1,W,Tide,21,24,13,5.704
Ostrea lurida,19,,4,L,No Tide,21,24,12,5.726
Ostrea lurida,19,,4,L,Tide,21,24,12,5.75
Ostrea lurida,19,,6,L,Tide,21,24,13,5.758
Ostrea lurida,19,,8,W,Tide,21,24,15,5.772
Ostrea lurida,19,,5,W,No Tide,21,24,15,5.819
Ostrea lurida,19,,2,W,No Tide,21,24,12,5.834
Ostrea lurida,19,,4,W,No Tide,21,24,15,5.877
Ostrea lurida,19,,7,L,No Tide,21,24,12,5.889
Ostrea lurida,19,,10,W,Tide,21,24,11,5.897
Ostrea lurida,19,,8,L,No Tide,21,24,15,5.897
Ostrea lurida,19,,8,W,No Tide,21,24,12,5.974
Ostrea lurida,19,,2,L,Tide,21,24,15,5.995
Ostrea lurida,19,,10,L,Tide,21,24,12,6.006
Ostrea lurida,19,,9,L,No Tide,21,24,12,6.012
Ostrea lurida,19,,6,L,Tide,21,24,14,6.03
Ostrea lurida,19,,3,L,No Tide,21,24,13,6.039
Ostrea lurida,19,,2,L,No Tide,21,24,11,6.065
Ostrea lurida,19,,6,W,No Tide,21,24,13,6.066
Ostrea lurida,19,,3,W,No Tide,21,24,13,6.086
Ostrea lurida,19,,9,L,Tide,21,24,11,6.11
Ostrea lurida,19,,4,L,No Tide,21,24,13,6.136
Ostrea lurida,19,,1,W,No Tide,21,24,13,6.156
Ostrea lurida,19,,3,L,No Tide,21,24,15,6.165
Ostrea lurida,19,,7,W,Tide,21,24,12,6.192
Ostrea lurida,19,,4,L,Tide,21,24,14,6.216
Ostrea lurida,19,,4,W,Tide,21,24,13,6.221
Ostrea lurida,19,,9,L,Tide,21,24,15,6.235
Ostrea lurida,19,,6,W,Tide,21,24,12,6.248
Ostrea lurida,19,,8,L,Tide,21,24,13,6.29
Ostrea lurida,19,,1,W,No Tide,21,24,14,6.34
Ostrea lurida,19,,10,W,Tide,21,24,14,6.355
Ostrea lurida,19,,7,L,No Tide,21,24,15,6.362
Ostrea lurida,19,,7,L,Tide,21,24,13,6.404
Ostrea lurida,19,,10,L,Tide,21,24,15,6.408
Ostrea lurida,19,,2,W,No Tide,21,24,13,6.454
Ostrea lurida,19,,10,L,No Tide,21,24,14,6.46
Ostrea lurida,19,,4,L,No Tide,21,24,15,6.485
Ostrea lurida,19,,5,W,Tide,21,24,13,6.5
Ostrea lurida,19,,6,W,Tide,21,24,14,6.506
Ostrea lurida,19,,10,L,Tide,21,24,14,6.533
Ostrea lurida,19,,3,W,Tide,21,24,14,6.539
Ostrea lurida,19,,3,L,Tide,21,24,13,6.549
Ostrea lurida,19,,6,L,Tide,21,24,12,6.58
Ostrea lurida,19,,9,L,No Tide,21,24,14,6.627
Ostrea lurida,19,,1,W,No Tide,21,24,12,6.662
Ostrea lurida,19,,2,L,No Tide,21,24,15,6.667
Ostrea lurida,19,,7,L,No Tide,21,24,13,6.672
Ostrea lurida,19,,2,L,No Tide,21,24,12,6.715
Ostrea lurida,19,,1,L,Tide,21,24,13,6.723
Ostrea lurida,19,,5,L,Tide,21,24,12,6.733
Ostrea lurida,19,,8,L,Tide,21,24,15,6.766
Ostrea lurida,19,,9,L,No Tide,21,24,15,6.784
Ostrea lurida,19,,3,L,Tide,21,24,12,6.825
Ostrea lurida,19,,8,L,No Tide,21,24,13,6.873
Ostrea lurida,19,,9,L,No Tide,21,24,13,6.893
Ostrea lurida,19,,2,L,Tide,21,24,13,6.947
Ostrea lurida,19,,7,L,Tide,21,24,15,6.979
Ostrea lurida,19,,8,L,No Tide,21,24,12,7.034
Ostrea lurida,19,,5,L,No Tide,21,24,15,7.108
Ostrea lurida,19,,7,W,Tide,21,24,15,7.161
Ostrea lurida,19,,4,L,Tide,21,24,13,7.173
Ostrea lurida,19,,3,W,Tide,21,24,11,7.224
Ostrea lurida,19,,9,L,Tide,21,24,12,7.267
Ostrea lurida,19,,3,L,Tide,21,24,14,7.267
Ostrea lurida,19,,7,L,Tide,21,24,12,7.311
Ostrea lurida,19,,9,L,Tide,21,24,13,7.558
Ostrea lurida,19,,1,L,No Tide,21,24,14,7.628
Ostrea lurida,19,,10,L,Tide,21,24,13,7.64
Ostrea lurida,19,,1,L,No Tide,21,24,13,7.769
Ostrea lurida,19,,5,L,Tide,21,24,13,7.775
Ostrea lurida,19,,3,L,Tide,21,24,15,7.995
Ostrea lurida,19,,3,L,Tide,21,24,11,8.148
Ostrea lurida,19,,2,L,No Tide,21,24,13,8.221
Ostrea lurida,19,,10,L,No Tide,21,24,13,8.3
Ostrea lurida,19,,1,L,No Tide,21,24,11,8.313
Ostrea lurida,19,,1,L,No Tide,21,24,12,8.536
Ostrea lurida,19,,6,L,No Tide,21,24,13,8.547
